name,version,resolved
@jest/test-result,28.1.3,https://registry.npmjs.org/@jest/test-result/-/test-result-28.1.3.tgz
@jest/transform,27.5.1,N/A
@jest/types,27.5.1,N/A
@jest/types,28.1.3,N/A
@jest/types,30.2.0,https://registry.npmjs.org/@jest/types/-/types-30.2.0.tgz
@jridgewell/gen-mapping,0.3.12,N/A
@jridgewell/trace-mapping,0.3.29,N/A
@nicolo-ribaudo/eslint-scope-5-internals,5.1.1-v1,https://registry.npmjs.org/@nicolo-ribaudo/eslint-scope-5-internals/-/eslint-scope-5-internals-5.1.1-v1.tgz
@playwright/test,1.58.0,https://registry.npmjs.org/@playwright/test/-/test-1.58.0.tgz
@pmmmwh/react-refresh-webpack-plugin,0.5.17,https://registry.npmjs.org/@pmmmwh/react-refresh-webpack-plugin/-/react-refresh-webpack-plugin-0.5.17.tgz
@popperjs/core,2.11.8,https://registry.npmjs.org/@popperjs/core/-/core-2.11.8.tgz
@rollup/plugin-babel,5.3.1,https://registry.npmjs.org/@rollup/plugin-babel/-/plugin-babel-5.3.1.tgz
@rollup/plugin-node-resolve,11.2.1,https://registry.npmjs.org/@rollup/plugin-node-resolve/-/plugin-node-resolve-11.2.1.tgz
@rollup/plugin-replace,2.4.2,https://registry.npmjs.org/@rollup/plugin-replace/-/plugin-replace-2.4.2.tgz
@rollup/pluginutils,3.1.0,https://registry.npmjs.org/@rollup/pluginutils/-/pluginutils-3.1.0.tgz
@rushstack/eslint-patch,1.3.2,https://registry.npmjs.org/@rushstack/eslint-patch/-/eslint-patch-1.3.2.tgz
@sentry-internal/tracing,7.106.0,https://registry.npmjs.org/@sentry-internal/tracing/-/tracing-7.106.0.tgz
@sentry/core,7.106.0,N/A
@sentry/node,7.106.0,https://registry.npmjs.org/@sentry/node/-/node-7.106.0.tgz
@sentry/types,7.106.0,N/A
@sentry/utils,7.106.0,N/A
@statsig/client-core,3.18.2,https://registry.npmjs.org/@statsig/client-core/-/client-core-3.18.2.tgz
@statsig/client-core,3.19.0,N/A
@statsig/js-client,3.18.2,https://registry.npmjs.org/@statsig/js-client/-/js-client-3.18.2.tgz
@statsig/js-client,3.19.0,N/A
@surma/rollup-plugin-off-main-thread,2.2.3,https://registry.npmjs.org/@surma/rollup-plugin-off-main-thread/-/rollup-plugin-off-main-thread-2.2.3.tgz
@svgr/core,5.5.0,https://registry.npmjs.org/@svgr/core/-/core-5.5.0.tgz
@svgr/plugin-jsx,5.5.0,N/A
@svgr/plugin-svgo,5.5.0,https://registry.npmjs.org/@svgr/plugin-svgo/-/plugin-svgo-5.5.0.tgz
@svgr/webpack,5.5.0,https://registry.npmjs.org/@svgr/webpack/-/webpack-5.5.0.tgz
@testing-library/dom,10.4.1,https://registry.npmjs.org/@testing-library/dom/-/dom-10.4.1.tgz
@testing-library/jest-dom,6.9.1,https://registry.npmjs.org/@testing-library/jest-dom/-/jest-dom-6.9.1.tgz
@testing-library/react,16.3.2,https://registry.npmjs.org/@testing-library/react/-/react-16.3.2.tgz
@testing-library/user-event,14.6.1,https://registry.npmjs.org/@testing-library/user-event/-/user-event-14.6.1.tgz
@trysound/sax,0.2.0,https://registry.npmjs.org/@trysound/sax/-/sax-0.2.0.tgz
@types/aria-query,5.0.4,https://registry.npmjs.org/@types/aria-query/-/aria-query-5.0.4.tgz
@types/babel__core,7.20.1,https://registry.npmjs.org/@types/babel__core/-/babel__core-7.20.1.tgz
@types/babel__generator,7.6.4,https://registry.npmjs.org/@types/babel__generator/-/babel__generator-7.6.4.tgz
@types/babel__template,7.4.1,https://registry.npmjs.org/@types/babel__template/-/babel__template-7.4.1.tgz
@types/babel__traverse,7.20.1,https://registry.npmjs.org/@types/babel__traverse/-/babel__traverse-7.20.1.tgz
@types/eslint,8.40.2,https://registry.npmjs.org/@types/eslint/-/eslint-8.40.2.tgz
@types/estree,0.0.39,https://registry.npmjs.org/@types/estree/-/estree-0.0.39.tgz
@types/estree,1.0.8,N/A
@types/graceful-fs,4.1.6,https://registry.npmjs.org/@types/graceful-fs/-/graceful-fs-4.1.6.tgz
@types/history,4.7.11,https://registry.npmjs.org/@types/history/-/history-4.7.11.tgz
@types/html-minifier-terser,6.1.0,https://registry.npmjs.org/@types/html-minifier-terser/-/html-minifier-terser-6.1.0.tgz
@types/iframe-resizer,3.5.13,https://registry.npmjs.org/@types/iframe-resizer/-/iframe-resizer-3.5.13.tgz
@types/istanbul-lib-coverage,2.0.6,N/A
@types/istanbul-reports,3.0.4,N/A
@types/jest,30.0.0,https://registry.npmjs.org/@types/jest/-/jest-30.0.0.tgz
@types/json-schema,7.0.15,N/A
@types/json5,0.0.29,https://registry.npmjs.org/@types/json5/-/json5-0.0.29.tgz
@types/linkify-it,5.0.0,https://registry.npmjs.org/@types/linkify-it/-/linkify-it-5.0.0.tgz
@types/markdown-it,14.1.2,https://registry.npmjs.org/@types/markdown-it/-/markdown-it-14.1.2.tgz
@types/mdurl,2.0.0,https://registry.npmjs.org/@types/mdurl/-/mdurl-2.0.0.tgz
@types/node,25.0.10,N/A
@types/parse-json,4.0.0,N/A
@types/q,1.5.5,https://registry.npmjs.org/@types/q/-/q-1.5.5.tgz
@types/react,19.2.9,N/A
@types/react-dom,19.2.3,N/A
@types/resolve,1.17.1,https://registry.npmjs.org/@types/resolve/-/resolve-1.17.1.tgz
@types/stack-utils,2.0.3,https://registry.npmjs.org/@types/stack-utils/-/stack-utils-2.0.3.tgz
@types/trusted-types,2.0.3,https://registry.npmjs.org/@types/trusted-types/-/trusted-types-2.0.3.tgz
@types/yargs,17.0.35,https://registry.npmjs.org/@types/yargs/-/yargs-17.0.35.tgz
@types/yargs-parser,21.0.0,N/A
@typescript-eslint/eslint-plugin,5.60.1,https://registry.npmjs.org/@typescript-eslint/eslint-plugin/-/eslint-plugin-5.60.1.tgz
@typescript-eslint/experimental-utils,5.60.1,https://registry.npmjs.org/@typescript-eslint/experimental-utils/-/experimental-utils-5.60.1.tgz
@typescript-eslint/parser,5.60.1,N/A
@typescript-eslint/scope-manager,5.60.1,https://registry.npmjs.org/@typescript-eslint/scope-manager/-/scope-manager-5.60.1.tgz
@typescript-eslint/type-utils,5.60.1,https://registry.npmjs.org/@typescript-eslint/type-utils/-/type-utils-5.60.1.tgz
@typescript-eslint/types,5.60.1,N/A
@typescript-eslint/typescript-estree,5.60.1,N/A
@typescript-eslint/utils,5.60.1,N/A
@typescript-eslint/visitor-keys,5.60.1,https://registry.npmjs.org/@typescript-eslint/visitor-keys/-/visitor-keys-5.60.1.tgz
abab,2.0.6,https://registry.npmjs.org/abab/-/abab-2.0.6.tgz
address,1.2.2,https://registry.npmjs.org/address/-/address-1.2.2.tgz
adjust-sourcemap-loader,4.0.0,https://registry.npmjs.org/adjust-sourcemap-loader/-/adjust-sourcemap-loader-4.0.0.tgz
ajv,6.12.6,N/A
ajv,8.12.0,https://registry.npmjs.org/ajv/-/ajv-8.12.0.tgz
ajv,8.17.1,https://registry.npmjs.org/ajv/-/ajv-8.17.1.tgz
ajv-formats,2.1.1,https://registry.npmjs.org/ajv-formats/-/ajv-formats-2.1.1.tgz
ajv-keywords,3.5.2,https://registry.npmjs.org/ajv-keywords/-/ajv-keywords-3.5.2.tgz
ajv-keywords,5.1.0,https://registry.npmjs.org/ajv-keywords/-/ajv-keywords-5.1.0.tgz
ansi-escapes,4.3.2,https://registry.npmjs.org/ansi-escapes/-/ansi-escapes-4.3.2.tgz
ansi-html,0.0.9,https://registry.npmjs.org/ansi-html/-/ansi-html-0.0.9.tgz
ansi-regex,5.0.1,N/A
ansi-regex,6.2.2,https://registry.npmjs.org/ansi-regex/-/ansi-regex-6.2.2.tgz
ansi-styles,3.2.1,https://registry.npmjs.org/ansi-styles/-/ansi-styles-3.2.1.tgz
ansi-styles,4.3.0,https://registry.npmjs.org/ansi-styles/-/ansi-styles-4.3.0.tgz
ansi-styles,5.2.0,https://registry.npmjs.org/ansi-styles/-/ansi-styles-5.2.0.tgz
ansi-styles,6.2.3,https://registry.npmjs.org/ansi-styles/-/ansi-styles-6.2.3.tgz
any-promise,1.3.0,https://registry.npmjs.org/any-promise/-/any-promise-1.3.0.tgz
anymatch,3.1.3,https://registry.npmjs.org/anymatch/-/anymatch-3.1.3.tgz
arg,5.0.2,https://registry.npmjs.org/arg/-/arg-5.0.2.tgz
argparse,1.0.10,https://registry.npmjs.org/argparse/-/argparse-1.0.10.tgz
argparse,2.0.1,https://registry.npmjs.org/argparse/-/argparse-2.0.1.tgz
aria-query,5.3.0,https://registry.npmjs.org/aria-query/-/aria-query-5.3.0.tgz
array-includes,3.1.6,https://registry.npmjs.org/array-includes/-/array-includes-3.1.6.tgz
array-union,2.1.0,https://registry.npmjs.org/array-union/-/array-union-2.1.0.tgz
array.prototype.flat,1.3.1,https://registry.npmjs.org/array.prototype.flat/-/array.prototype.flat-1.3.1.tgz
array.prototype.flatmap,1.3.1,https://registry.npmjs.org/array.prototype.flatmap/-/array.prototype.flatmap-1.3.1.tgz
array.prototype.tosorted,1.1.1,https://registry.npmjs.org/array.prototype.tosorted/-/array.prototype.tosorted-1.1.1.tgz
asap,2.0.6,https://registry.npmjs.org/asap/-/asap-2.0.6.tgz
ast-types-flow,0.0.7,https://registry.npmjs.org/ast-types-flow/-/ast-types-flow-0.0.7.tgz
async,3.2.4,https://registry.npmjs.org/async/-/async-3.2.4.tgz
at-least-node,1.0.0,https://registry.npmjs.org/at-least-node/-/at-least-node-1.0.0.tgz
autoprefixer,10.4.14,https://registry.npmjs.org/autoprefixer/-/autoprefixer-10.4.14.tgz
axe-core,4.7.2,https://registry.npmjs.org/axe-core/-/axe-core-4.7.2.tgz
axobject-query,3.2.1,https://registry.npmjs.org/axobject-query/-/axobject-query-3.2.1.tgz
babel-jest,27.5.1,https://registry.npmjs.org/babel-jest/-/babel-jest-27.5.1.tgz
babel-loader,8.3.0,https://registry.npmjs.org/babel-loader/-/babel-loader-8.3.0.tgz
babel-plugin-istanbul,6.1.1,https://registry.npmjs.org/babel-plugin-istanbul/-/babel-plugin-istanbul-6.1.1.tgz
babel-plugin-jest-hoist,27.5.1,https://registry.npmjs.org/babel-plugin-jest-hoist/-/babel-plugin-jest-hoist-27.5.1.tgz
babel-plugin-macros,3.1.0,https://registry.npmjs.org/babel-plugin-macros/-/babel-plugin-macros-3.1.0.tgz
babel-plugin-named-asset-import,0.3.8,https://registry.npmjs.org/babel-plugin-named-asset-import/-/babel-plugin-named-asset-import-0.3.8.tgz
babel-plugin-polyfill-corejs2,0.4.3,https://registry.npmjs.org/babel-plugin-polyfill-corejs2/-/babel-plugin-polyfill-corejs2-0.4.3.tgz
babel-plugin-polyfill-corejs3,0.8.1,https://registry.npmjs.org/babel-plugin-polyfill-corejs3/-/babel-plugin-polyfill-corejs3-0.8.1.tgz
babel-plugin-polyfill-regenerator,0.5.0,https://registry.npmjs.org/babel-plugin-polyfill-regenerator/-/babel-plugin-polyfill-regenerator-0.5.0.tgz
babel-plugin-transform-react-remove-prop-types,0.4.24,https://registry.npmjs.org/babel-plugin-transform-react-remove-prop-types/-/babel-plugin-transform-react-remove-prop-types-0.4.24.tgz
babel-preset-current-node-syntax,1.0.1,https://registry.npmjs.org/babel-preset-current-node-syntax/-/babel-preset-current-node-syntax-1.0.1.tgz
babel-preset-jest,27.5.1,https://registry.npmjs.org/babel-preset-jest/-/babel-preset-jest-27.5.1.tgz
babel-preset-react-app,10.0.1,https://registry.npmjs.org/babel-preset-react-app/-/babel-preset-react-app-10.0.1.tgz
balanced-match,1.0.2,N/A
bfj,7.0.2,https://registry.npmjs.org/bfj/-/bfj-7.0.2.tgz
big.js,5.2.2,https://registry.npmjs.org/big.js/-/big.js-5.2.2.tgz
bind-event-listener,3.0.0,N/A
bluebird,3.7.2,https://registry.npmjs.org/bluebird/-/bluebird-3.7.2.tgz
boolbase,1.0.0,https://registry.npmjs.org/boolbase/-/boolbase-1.0.0.tgz
brace-expansion,2.0.2,https://registry.npmjs.org/brace-expansion/-/brace-expansion-2.0.2.tgz
browserslist,4.25.1,N/A
bs-logger,0.2.6,https://registry.npmjs.org/bs-logger/-/bs-logger-0.2.6.tgz
bser,2.1.1,https://registry.npmjs.org/bser/-/bser-2.1.1.tgz
builtin-modules,3.3.0,https://registry.npmjs.org/builtin-modules/-/builtin-modules-3.3.0.tgz
call-bind,1.0.2,N/A
call-bind-apply-helpers,1.0.2,https://registry.npmjs.org/call-bind-apply-helpers/-/call-bind-apply-helpers-1.0.2.tgz
camel-case,4.1.2,https://registry.npmjs.org/camel-case/-/camel-case-4.1.2.tgz
camelcase,5.3.1,https://registry.npmjs.org/camelcase/-/camelcase-5.3.1.tgz
camelcase,6.3.0,N/A
camelcase-css,2.0.1,https://registry.npmjs.org/camelcase-css/-/camelcase-css-2.0.1.tgz
caniuse-api,3.0.0,https://registry.npmjs.org/caniuse-api/-/caniuse-api-3.0.0.tgz
caniuse-lite,1.0.30001727,N/A
case-sensitive-paths-webpack-plugin,2.4.0,https://registry.npmjs.org/case-sensitive-paths-webpack-plugin/-/case-sensitive-paths-webpack-plugin-2.4.0.tgz
chalk,2.4.2,https://registry.npmjs.org/chalk/-/chalk-2.4.2.tgz
chalk,4.1.2,https://registry.npmjs.org/chalk/-/chalk-4.1.2.tgz
char-regex,1.0.2,https://registry.npmjs.org/char-regex/-/char-regex-1.0.2.tgz
char-regex,2.0.1,https://registry.npmjs.org/char-regex/-/char-regex-2.0.1.tgz
check-types,11.1.2,https://registry.npmjs.org/check-types/-/check-types-11.1.2.tgz
cheerio,1.1.2,https://registry.npmjs.org/cheerio/-/cheerio-1.1.2.tgz
cheerio-select,2.1.0,https://registry.npmjs.org/cheerio-select/-/cheerio-select-2.1.0.tgz
chokidar,3.5.3,N/A
clean-css,5.3.2,https://registry.npmjs.org/clean-css/-/clean-css-5.3.2.tgz
coa,2.0.2,https://registry.npmjs.org/coa/-/coa-2.0.2.tgz
collect-v8-coverage,1.0.1,https://registry.npmjs.org/collect-v8-coverage/-/collect-v8-coverage-1.0.1.tgz
color-convert,1.9.3,https://registry.npmjs.org/color-convert/-/color-convert-1.9.3.tgz
color-convert,2.0.1,N/A
color-name,1.1.3,https://registry.npmjs.org/color-name/-/color-name-1.1.3.tgz
colord,2.9.3,https://registry.npmjs.org/colord/-/colord-2.9.3.tgz
commander,4.1.1,https://registry.npmjs.org/commander/-/commander-4.1.1.tgz
commander,7.2.0,https://registry.npmjs.org/commander/-/commander-7.2.0.tgz
commander,8.3.0,https://registry.npmjs.org/commander/-/commander-8.3.0.tgz
common-tags,1.8.2,https://registry.npmjs.org/common-tags/-/common-tags-1.8.2.tgz
commondir,1.0.1,https://registry.npmjs.org/commondir/-/commondir-1.0.1.tgz
confusing-browser-globals,1.0.11,https://registry.npmjs.org/confusing-browser-globals/-/confusing-browser-globals-1.0.11.tgz
convert-source-map,1.8.0,https://registry.npmjs.org/convert-source-map/-/convert-source-map-1.8.0.tgz
core-js,3.31.0,https://registry.npmjs.org/core-js/-/core-js-3.31.0.tgz
core-js-compat,3.31.0,N/A
core-js-pure,3.31.0,https://registry.npmjs.org/core-js-pure/-/core-js-pure-3.31.0.tgz
cosmiconfig,6.0.0,https://registry.npmjs.org/cosmiconfig/-/cosmiconfig-6.0.0.tgz
cosmiconfig,7.0.1,N/A
cross-spawn,7.0.6,N/A
crypto-random-string,2.0.0,https://registry.npmjs.org/crypto-random-string/-/crypto-random-string-2.0.0.tgz
css-blank-pseudo,3.0.3,https://registry.npmjs.org/css-blank-pseudo/-/css-blank-pseudo-3.0.3.tgz
css-color-names,0.0.4,https://registry.npmjs.org/css-color-names/-/css-color-names-0.0.4.tgz
css-declaration-sorter,6.4.0,https://registry.npmjs.org/css-declaration-sorter/-/css-declaration-sorter-6.4.0.tgz
css-has-pseudo,3.0.4,https://registry.npmjs.org/css-has-pseudo/-/css-has-pseudo-3.0.4.tgz
css-loader,6.8.1,https://registry.npmjs.org/css-loader/-/css-loader-6.8.1.tgz
css-minimizer-webpack-plugin,3.4.1,https://registry.npmjs.org/css-minimizer-webpack-plugin/-/css-minimizer-webpack-plugin-3.4.1.tgz
css-prefers-color-scheme,6.0.3,https://registry.npmjs.org/css-prefers-color-scheme/-/css-prefers-color-scheme-6.0.3.tgz
css-select,2.1.0,https://registry.npmjs.org/css-select/-/css-select-2.1.0.tgz
css-select,4.3.0,https://registry.npmjs.org/css-select/-/css-select-4.3.0.tgz
css-select,5.2.2,https://registry.npmjs.org/css-select/-/css-select-5.2.2.tgz
css-select-base-adapter,0.1.1,https://registry.npmjs.org/css-select-base-adapter/-/css-select-base-adapter-0.1.1.tgz
css-tree,1.0.0-alpha.37,https://registry.npmjs.org/css-tree/-/css-tree-1.0.0-alpha.37.tgz
css-tree,1.1.3,https://registry.npmjs.org/css-tree/-/css-tree-1.1.3.tgz
css-what,3.4.2,https://registry.npmjs.org/css-what/-/css-what-3.4.2.tgz
css-what,6.1.0,https://registry.npmjs.org/css-what/-/css-what-6.1.0.tgz
css-what,6.2.2,N/A
css.escape,1.5.1,https://registry.npmjs.org/css.escape/-/css.escape-1.5.1.tgz
cssdb,7.6.0,https://registry.npmjs.org/cssdb/-/cssdb-7.6.0.tgz
cssnano,5.1.15,https://registry.npmjs.org/cssnano/-/cssnano-5.1.15.tgz
cssnano-preset-default,5.2.14,https://registry.npmjs.org/cssnano-preset-default/-/cssnano-preset-default-5.2.14.tgz
cssnano-utils,3.1.0,https://registry.npmjs.org/cssnano-utils/-/cssnano-utils-3.1.0.tgz
csso,4.2.0,https://registry.npmjs.org/csso/-/csso-4.2.0.tgz
csstype,3.2.3,N/A
damerau-levenshtein,1.0.8,https://registry.npmjs.org/damerau-levenshtein/-/damerau-levenshtein-1.0.8.tgz
debug,2.6.9,https://registry.npmjs.org/debug/-/debug-2.6.9.tgz
debug,3.2.7,https://registry.npmjs.org/debug/-/debug-3.2.7.tgz
debug,4.3.2,N/A
debug,4.3.4,https://registry.npmjs.org/debug/-/debug-4.3.4.tgz
deepmerge,4.2.2,https://registry.npmjs.org/deepmerge/-/deepmerge-4.2.2.tgz
define-lazy-prop,2.0.0,https://registry.npmjs.org/define-lazy-prop/-/define-lazy-prop-2.0.0.tgz
define-properties,1.2.0,N/A
dequal,2.0.3,https://registry.npmjs.org/dequal/-/dequal-2.0.3.tgz
detect-port-alt,1.1.6,https://registry.npmjs.org/detect-port-alt/-/detect-port-alt-1.1.6.tgz
didyoumean,1.2.2,https://registry.npmjs.org/didyoumean/-/didyoumean-1.2.2.tgz
dir-glob,3.0.1,https://registry.npmjs.org/dir-glob/-/dir-glob-3.0.1.tgz
dlv,1.1.3,https://registry.npmjs.org/dlv/-/dlv-1.1.3.tgz
doctrine,2.1.0,https://registry.npmjs.org/doctrine/-/doctrine-2.1.0.tgz
dom-accessibility-api,0.5.16,https://registry.npmjs.org/dom-accessibility-api/-/dom-accessibility-api-0.5.16.tgz
dom-accessibility-api,0.6.3,https://registry.npmjs.org/dom-accessibility-api/-/dom-accessibility-api-0.6.3.tgz
dom-converter,0.2.0,https://registry.npmjs.org/dom-converter/-/dom-converter-0.2.0.tgz
dom-serializer,0.2.2,https://registry.npmjs.org/dom-serializer/-/dom-serializer-0.2.2.tgz
dom-serializer,1.4.1,https://registry.npmjs.org/dom-serializer/-/dom-serializer-1.4.1.tgz
dom-serializer,2.0.0,https://registry.npmjs.org/dom-serializer/-/dom-serializer-2.0.0.tgz
domelementtype,1.3.1,https://registry.npmjs.org/domelementtype/-/domelementtype-1.3.1.tgz
domelementtype,2.2.0,https://registry.npmjs.org/domelementtype/-/domelementtype-2.2.0.tgz
domelementtype,2.3.0,https://registry.npmjs.org/domelementtype/-/domelementtype-2.3.0.tgz
domhandler,4.3.1,N/A
domhandler,5.0.3,N/A
domutils,1.7.0,https://registry.npmjs.org/domutils/-/domutils-1.7.0.tgz
domutils,2.8.0,https://registry.npmjs.org/domutils/-/domutils-2.8.0.tgz
domutils,3.2.2,N/A
dot-case,3.0.4,https://registry.npmjs.org/dot-case/-/dot-case-3.0.4.tgz
dotenv,10.0.0,https://registry.npmjs.org/dotenv/-/dotenv-10.0.0.tgz
dotenv-expand,5.1.0,https://registry.npmjs.org/dotenv-expand/-/dotenv-expand-5.1.0.tgz
dunder-proto,1.0.1,https://registry.npmjs.org/dunder-proto/-/dunder-proto-1.0.1.tgz
duplexer,0.1.2,https://registry.npmjs.org/duplexer/-/duplexer-0.1.2.tgz
eastasianwidth,0.2.0,https://registry.npmjs.org/eastasianwidth/-/eastasianwidth-0.2.0.tgz
ejs,3.1.10,https://registry.npmjs.org/ejs/-/ejs-3.1.10.tgz
emittery,0.10.2,https://registry.npmjs.org/emittery/-/emittery-0.10.2.tgz
emoji-regex,8.0.0,https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz
emoji-regex,9.2.2,https://registry.npmjs.org/emoji-regex/-/emoji-regex-9.2.2.tgz
emojis-list,3.0.0,https://registry.npmjs.org/emojis-list/-/emojis-list-3.0.0.tgz
encoding-sniffer,0.2.1,https://registry.npmjs.org/encoding-sniffer/-/encoding-sniffer-0.2.1.tgz
entities,2.2.0,N/A
entities,4.5.0,https://registry.npmjs.org/entities/-/entities-4.5.0.tgz
entities,6.0.1,https://registry.npmjs.org/entities/-/entities-6.0.1.tgz
error-stack-parser,2.1.4,https://registry.npmjs.org/error-stack-parser/-/error-stack-parser-2.1.4.tgz
es-abstract,1.21.2,N/A
es-define-property,1.0.1,https://registry.npmjs.org/es-define-property/-/es-define-property-1.0.1.tgz
es-errors,1.3.0,N/A
es-object-atoms,1.1.1,https://registry.npmjs.org/es-object-atoms/-/es-object-atoms-1.1.1.tgz
es-shim-unscopables,1.0.0,https://registry.npmjs.org/es-shim-unscopables/-/es-shim-unscopables-1.0.0.tgz
escape-string-regexp,1.0.5,https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-1.0.5.tgz
escape-string-regexp,2.0.0,https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-2.0.0.tgz
escape-string-regexp,4.0.0,https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-4.0.0.tgz
eslint,8.44.0,N/A
eslint,8.56.0,N/A
eslint-config-react-app,7.0.1,https://registry.npmjs.org/eslint-config-react-app/-/eslint-config-react-app-7.0.1.tgz
eslint-import-resolver-node,0.3.7,https://registry.npmjs.org/eslint-import-resolver-node/-/eslint-import-resolver-node-0.3.7.tgz
eslint-module-utils,2.8.0,https://registry.npmjs.org/eslint-module-utils/-/eslint-module-utils-2.8.0.tgz
eslint-plugin-flowtype,8.0.3,https://registry.npmjs.org/eslint-plugin-flowtype/-/eslint-plugin-flowtype-8.0.3.tgz
eslint-plugin-import,2.27.5,https://registry.npmjs.org/eslint-plugin-import/-/eslint-plugin-import-2.27.5.tgz
eslint-plugin-jest,25.7.0,https://registry.npmjs.org/eslint-plugin-jest/-/eslint-plugin-jest-25.7.0.tgz
eslint-plugin-jsx-a11y,6.7.1,https://registry.npmjs.org/eslint-plugin-jsx-a11y/-/eslint-plugin-jsx-a11y-6.7.1.tgz
eslint-plugin-react,7.32.2,https://registry.npmjs.org/eslint-plugin-react/-/eslint-plugin-react-7.32.2.tgz
eslint-plugin-react-hooks,4.6.0,https://registry.npmjs.org/eslint-plugin-react-hooks/-/eslint-plugin-react-hooks-4.6.0.tgz
eslint-plugin-testing-library,5.11.0,https://registry.npmjs.org/eslint-plugin-testing-library/-/eslint-plugin-testing-library-5.11.0.tgz
eslint-scope,5.1.1,https://registry.npmjs.org/eslint-scope/-/eslint-scope-5.1.1.tgz
eslint-visitor-keys,2.1.0,https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-2.1.0.tgz
eslint-visitor-keys,3.4.1,N/A
eslint-webpack-plugin,3.2.0,https://registry.npmjs.org/eslint-webpack-plugin/-/eslint-webpack-plugin-3.2.0.tgz
esprima,4.0.1,https://registry.npmjs.org/esprima/-/esprima-4.0.1.tgz
esrecurse,4.3.0,N/A
estraverse,4.3.0,https://registry.npmjs.org/estraverse/-/estraverse-4.3.0.tgz
estraverse,5.3.0,https://registry.npmjs.org/estraverse/-/estraverse-5.3.0.tgz
estree-walker,1.0.1,https://registry.npmjs.org/estree-walker/-/estree-walker-1.0.1.tgz
esutils,2.0.3,N/A
eventemitter2,4.1.2,https://registry.npmjs.org/eventemitter2/-/eventemitter2-4.1.2.tgz
expect,30.2.0,https://registry.npmjs.org/expect/-/expect-30.2.0.tgz
fast-deep-equal,3.1.3,N/A
fast-glob,3.3.0,N/A
fast-json-stable-stringify,2.1.0,N/A
fast-uri,3.1.0,N/A
fb-watchman,2.0.2,https://registry.npmjs.org/fb-watchman/-/fb-watchman-2.0.2.tgz
file-loader,6.2.0,https://registry.npmjs.org/file-loader/-/file-loader-6.2.0.tgz
filelist,1.0.4,https://registry.npmjs.org/filelist/-/filelist-1.0.4.tgz
filesize,8.0.7,https://registry.npmjs.org/filesize/-/filesize-8.0.7.tgz
find-cache-dir,3.3.2,https://registry.npmjs.org/find-cache-dir/-/find-cache-dir-3.3.2.tgz
find-up,3.0.0,https://registry.npmjs.org/find-up/-/find-up-3.0.0.tgz
find-up,4.1.0,https://registry.npmjs.org/find-up/-/find-up-4.1.0.tgz
find-up,5.0.0,N/A
foreground-child,3.3.1,https://registry.npmjs.org/foreground-child/-/foreground-child-3.3.1.tgz
fork-ts-checker-webpack-plugin,6.5.3,https://registry.npmjs.org/fork-ts-checker-webpack-plugin/-/fork-ts-checker-webpack-plugin-6.5.3.tgz
fraction.js,4.2.0,https://registry.npmjs.org/fraction.js/-/fraction.js-4.2.0.tgz
fs-extra,10.1.0,https://registry.npmjs.org/fs-extra/-/fs-extra-10.1.0.tgz
fs-extra,9.1.0,https://registry.npmjs.org/fs-extra/-/fs-extra-9.1.0.tgz
fs-monkey,1.0.4,https://registry.npmjs.org/fs-monkey/-/fs-monkey-1.0.4.tgz
fs.realpath,1.0.0,N/A
fsevents,2.3.2,N/A
function-bind,1.1.2,N/A
functions-have-names,1.2.3,https://registry.npmjs.org/functions-have-names/-/functions-have-names-1.2.3.tgz
gensync,1.0.0-beta.2,https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz
get-intrinsic,1.3.0,https://registry.npmjs.org/get-intrinsic/-/get-intrinsic-1.3.0.tgz
get-own-enumerable-property-symbols,3.0.2,https://registry.npmjs.org/get-own-enumerable-property-symbols/-/get-own-enumerable-property-symbols-3.0.2.tgz
get-package-type,0.1.0,https://registry.npmjs.org/get-package-type/-/get-package-type-0.1.0.tgz
get-proto,1.0.1,https://registry.npmjs.org/get-proto/-/get-proto-1.0.1.tgz
glob,11.1.0,https://registry.npmjs.org/glob/-/glob-11.1.0.tgz
glob,7.1.6,https://registry.npmjs.org/glob/-/glob-7.1.6.tgz
glob,7.2.3,N/A
glob-parent,6.0.2,N/A
global-modules,2.0.0,https://registry.npmjs.org/global-modules/-/global-modules-2.0.0.tgz
global-prefix,3.0.0,https://registry.npmjs.org/global-prefix/-/global-prefix-3.0.0.tgz
globals,11.12.0,https://registry.npmjs.org/globals/-/globals-11.12.0.tgz
globby,11.1.0,https://registry.npmjs.org/globby/-/globby-11.1.0.tgz
gopd,1.2.0,N/A
graceful-fs,4.2.11,N/A
grapheme-splitter,1.0.4,https://registry.npmjs.org/grapheme-splitter/-/grapheme-splitter-1.0.4.tgz
gzip-size,6.0.0,https://registry.npmjs.org/gzip-size/-/gzip-size-6.0.0.tgz
handlebars,4.7.8,https://registry.npmjs.org/handlebars/-/handlebars-4.7.8.tgz
harmony-reflect,1.6.2,https://registry.npmjs.org/harmony-reflect/-/harmony-reflect-1.6.2.tgz
has,1.0.3,N/A
